delta_inv_um,pump_separation_nm,f1,f2,theta_fwd_coh_deg,theta_fwd_incoh_deg,theta_total_deg,dolp_coh,s0_rel_max,p2_over_p1
0.004,11.413956844684936,0.593989987,0.589989987,2.22362509874975,2.2236250987497526,2.2236250987424295,0.9721876532294004,0.9998611221767126,0.9968569650012675
0.006,17.121179542533007,0.594989987,0.588989987,2.0014578160241285,2.0014578160241285,2.0014578160033043,0.9755028131514353,0.999856094177131,0.9961564100241268
0.01,28.536602118324204,0.596989987,0.586989987,1.5269404787236027,1.526940478723594,1.5269404787650496,0.9840994229616463,0.999838530293786,0.9977866842933816
0.016,45.66364542191303,0.599989987,0.583989987,0.9273313168944242,0.9273313168944286,0.927331316550147,0.9945593046621601,0.9997805124926287,1.007412348295659
0.0234,66.79697696718168,0.603689987,0.580289987,0.4318464408168694,0.43184644080826434,0.4318464811970648,0.9992385180973041,0.9997050750216436,1.0033819249764746
0.035,99.95833316612757,0.609489987,0.574489987,-0.010514007329163633,-0.01051400482395781,-0.010514508294837131,0.9999869897747766,0.999641214145646,0.8168228925982973
0.05,142.92773089892052,0.616989987,0.566989987,-0.05277495381503172,-0.0527749342298282,-0.052775726131720824,0.999996910184128,0.9999307069104355,0.497116841246905
